Date : 2022-04-08 17:04:03
Directory : c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\src
Total : 80 files,  -18374 codes, -496 comments, -4435 blanks, all -23305 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Ignore             |          1 |         -3 |          0 |         -1 |         -4 |
| JSON with Comments |          2 |        -53 |         -6 |         -1 |        -60 |
| JSON               |          3 |        -69 |       -131 |         -2 |       -202 |
| HTML               |          1 |       -153 |          0 |        -14 |       -167 |
| JavaScript         |          8 |     -1,026 |        -22 |         -8 |     -1,056 |
| CSS                |         10 |     -1,580 |        -60 |     -1,580 |     -3,220 |
| TypeScript         |         47 |     -1,799 |       -277 |       -251 |     -2,327 |
| Markdown           |          6 |     -3,449 |          0 |     -1,081 |     -4,530 |
| YAML               |          2 |    -10,242 |          0 |     -1,497 |    -11,739 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+---------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                      | files      | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                         |         80 |    -18,374 |       -496 |     -4,435 |    -23,305 |
| ..                                                                                                                        |         80 |    -18,374 |       -496 |     -4,435 |    -23,305 |
| ..\build                                                                                                                  |         21 |       -673 |       -119 |       -116 |       -908 |
| ..\build\config                                                                                                           |          1 |        -65 |          0 |        -15 |        -80 |
| ..\build\generate                                                                                                         |          2 |        -92 |         -6 |        -13 |       -111 |
| ..\build\generate\icon                                                                                                    |          1 |        -65 |          0 |         -8 |        -73 |
| ..\build\script                                                                                                           |          2 |        -51 |         -6 |        -13 |        -70 |
| ..\build\vite                                                                                                             |         13 |       -391 |        -84 |        -62 |       -537 |
| ..\build\vite\plugin                                                                                                      |         11 |       -360 |        -68 |        -52 |       -480 |
| ..\mock                                                                                                                   |          5 |       -496 |        -10 |        -32 |       -538 |
| ..\mock\demo                                                                                                              |          1 |        -69 |          0 |         -3 |        -72 |
| ..\mock\sys                                                                                                               |          2 |       -367 |         -2 |        -17 |       -386 |
| ..\public                                                                                                                 |         12 |     -2,388 |        -60 |     -1,581 |     -4,029 |
| ..\public\resource                                                                                                        |         12 |     -2,388 |        -60 |     -1,581 |     -4,029 |
| ..\public\resource\tinymce                                                                                                |         12 |     -2,388 |        -60 |     -1,581 |     -4,029 |
| ..\public\resource\tinymce\langs                                                                                          |          2 |       -808 |          0 |         -1 |       -809 |
| ..\public\resource\tinymce\skins                                                                                          |         10 |     -1,580 |        -60 |     -1,580 |     -3,220 |
| ..\public\resource\tinymce\skins\ui                                                                                       |         10 |     -1,580 |        -60 |     -1,580 |     -3,220 |
| ..\public\resource\tinymce\skins\ui\oxide                                                                                 |          5 |       -790 |        -30 |       -790 |     -1,610 |
| ..\public\resource\tinymce\skins\ui\oxide-dark                                                                            |          5 |       -790 |        -30 |       -790 |     -1,610 |
| ..\tests                                                                                                                  |         16 |       -267 |        -17 |        -54 |       -338 |
| ..\tests\__mocks__                                                                                                        |          3 |         -7 |          0 |         -3 |        -10 |
| ..\tests\server                                                                                                           |         12 |       -257 |         -6 |        -48 |       -311 |
| ..\tests\server\controller                                                                                                |          2 |        -25 |          0 |        -10 |        -35 |
| ..\tests\server\service                                                                                                   |          2 |        -71 |          0 |        -10 |        -81 |
| ..\types                                                                                                                  |          8 |       -294 |       -116 |        -47 |       -457 |
+---------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                  | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\.eslintrc.js                                                       | JavaScript         |        -78 |         -1 |         -2 |        -81 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\.gitpod.yml                                                        | YAML               |         -6 |          0 |         -1 |         -7 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\.stylelintignore                                                   | Ignore             |         -3 |          0 |         -1 |         -4 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\CHANGELOG.en_US.md                                                 | Markdown           |       -877 |          0 |       -386 |     -1,263 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\CHANGELOG.md                                                       | Markdown           |     -1,406 |          0 |       -181 |     -1,587 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\CHANGELOG.zh_CN.md                                                 | Markdown           |       -931 |          0 |       -387 |     -1,318 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\README.md                                                          | Markdown           |       -112 |          0 |        -58 |       -170 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\README.zh-CN.md                                                    | Markdown           |       -115 |          0 |        -61 |       -176 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\config\themeConfig.ts                                        | TypeScript         |        -65 |          0 |        -15 |        -80 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\constant.ts                                                  | TypeScript         |         -2 |         -3 |         -2 |         -7 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\generate\generateModifyVars.ts                               | TypeScript         |        -27 |         -6 |         -5 |        -38 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\generate\icon\index.ts                                       | TypeScript         |        -65 |          0 |         -8 |        -73 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\getConfigFileName.ts                                         | TypeScript         |         -5 |         -4 |         -1 |        -10 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\script\buildConf.ts                                          | TypeScript         |        -35 |         -4 |         -7 |        -46 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\script\postBuild.ts                                          | TypeScript         |        -16 |         -2 |         -6 |        -24 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\utils.ts                                                     | TypeScript         |        -67 |        -16 |        -10 |        -93 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\optimizer.ts                                            | TypeScript         |        -12 |         -7 |         -3 |        -22 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\compress.ts                                      | TypeScript         |        -27 |         -4 |         -5 |        -36 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\hmr.ts                                           | TypeScript         |        -16 |         -5 |         -5 |        -26 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\html.ts                                          | TypeScript         |        -30 |         -6 |         -5 |        -41 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\imagemin.ts                                      | TypeScript         |        -31 |         -2 |         -2 |        -35 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\index.ts                                         | TypeScript         |        -49 |        -17 |        -17 |        -83 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\mock.ts                                          | TypeScript         |        -13 |         -4 |         -3 |        -20 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\pwa.ts                                           | TypeScript         |        -26 |         -5 |         -3 |        -34 |
| c:\Users\rufeng\Desktop\proj\vben-admin-thin-next-main\build\vite\plugin\styleImport.ts                                   | TypeScript         |        -69 |         -7 |         -3 |        -79 |
